Sample name,Proportion classified,Precision reads,Precision taxa,Recall reads,Recall taxa,F1 score reads,F1 score taxa,Mean F1 score,L1 distance,Aitchisons distance,Robust Aitchisons distance,Weighted unifrac distance raw,Weighted unifrac distance relative abundance,Unweighted unifrac distance raw,Unweighted unifrac distance relative abundance,Bray-Curtis dissimilarity raw,Bray-Curtis dissimilarity relative abundance,Simpson's diversity,Shannon diversity,Faith's phylogenetic diversity,Chao1 richness,McIntosh's evenness,Pielou evenness,Simpson's evenness
ani99_cHIGH_stTrue_r7-kraken2_refseqV205-0.00_filtered_1.00,0.893141545,0.742684268,0.865293185,0.663322175,0.525505294,0.700763423,0.653892216,0.677327819,7930980,154.9741574,26.11757146,18.26413583,6.545454545,0.337232525,0.297142857,0.299236577,0.306931675,0.986552731,7.388716334,1192.5,631,0.115968205,0.79435783,0.117851886
ani99_cHIGH_stTrue_r8-kraken2_refseqV205-0.00_filtered_0.05,0.996038367,0.653489067,0.115752551,0.650900183,0.526850508,0.652192056,0.189803922,0.420997989,9719357,212.2691565,26.25949548,59.87516432,79,0.848883422,0.220994475,0.347807944,0.347293624,0.986783302,7.448508741,4928,3280.585253,0.11498975,0.641299597,0.02412687
ani99_cHIGH_stTrue_r8-kraken2_refseqV205-0.00_filtered_0.10,0.987563318,0.659097165,0.194742489,0.650900183,0.526850508,0.654973029,0.284371328,0.469672178,9600706,203.1728491,26.25949548,67.62309604,79,0.750312695,0.220994475,0.345026971,0.343627918,0.98656227,7.392939216,2842,1900.575,0.115936847,0.680487164,0.03992346
ani99_cHIGH_stTrue_r8-kraken2_refseqV205-0.00_filtered_0.15,0.980494693,0.663845843,0.276335878,0.650897326,0.525399129,0.657307822,0.362181091,0.509744456,9501825,194.4577918,26.15572992,74.94115925,79,0.68061674,0.220994475,0.342692178,0.34074371,0.986371038,7.344051249,2140,1323.538462,0.11675428,0.709203501,0.056010044
ani99_cHIGH_stTrue_r8-kraken2_refseqV205-0.00_filtered_0.20,0.975819991,0.667026022,0.362725451,0.650897326,0.525399129,0.658862983,0.429164197,0.54401359,9436379,185.9441957,26.15572992,80.46726842,79,0.61871709,0.220994475,0.341137017,0.338921589,0.986241582,7.30952122,1731,1003.454545,0.117304846,0.733674347,0.07282843
ani99_cHIGH_stTrue_r8-kraken2_refseqV205-0.00_filtered_0.25,0.972534785,0.669279224,0.436670688,0.650897326,0.525399129,0.659960302,0.476943347,0.568451824,9390386,178.5586064,26.15572992,84.00327798,79,0.570156503,0.220994475,0.340039698,0.337710424,0.986149095,7.284277839,1495,832.2142857,0.117697026,0.751326077,0.087089804
ani99_cHIGH_stTrue_r8-kraken2_refseqV205-0.00_filtered_0.30,0.966133016,0.673713987,0.511299435,0.650897326,0.525399129,0.662109146,0.5182534,0.590181273,9300761,170.2287497,26.15572992,92.05017803,79,0.514920828,0.220994475,0.337890854,0.335622414,0.985973471,7.251404481,1284,711.6,0.118439839,0.765917469,0.100696999
ani99_cHIGH_stTrue_r8-kraken2_refseqV205-0.00_filtered_0.35,0.964189806,0.675071777,0.576433121,0.650897326,0.525399129,0.662764183,0.549734244,0.606249214,9273556,164.2997653,26.15572992,94.79809097,79,0.475986842,0.220994475,0.337235817,0.335028458,0.985917671,7.237776033,1162,629.6666667,0.118674502,0.778705902,0.11307481
ani99_cHIGH_stTrue_r8-kraken2_refseqV205-0.00_filtered_0.40,0.962624953,0.676127257,0.633333333,0.650856969,0.52394775,0.663251497,0.573471009,0.618361253,9252778,159.1142487,26.02525351,97.02966825,79,0.453264605,0.220994475,0.336748503,0.334593637,0.985872622,7.226973348,1096,570.6,0.118863667,0.78941747,0.124183407
ani99_cHIGH_stTrue_r8-kraken2_refseqV205-0.00_filtered_0.45,0.957076896,0.680046684,0.698259188,0.650856969,0.52394775,0.665131728,0.5986733,0.631902514,9175105,152.4598382,26.02525351,106.0004108,79,0.424891147,0.220994475,0.334868272,0.33289135,0.985727023,7.206359102,1016,517,0.119474168,0.799461142,0.135517344
ani99_cHIGH_stTrue_r8-kraken2_refseqV205-0.00_filtered_0.50,0.955862756,0.680910481,0.736734694,0.650856969,0.52394775,0.665544622,0.612383376,0.638963999,9158107,148.1836893,26.02525351,108.1871857,79,0.407255049,0.220994475,0.334455378,0.332516275,0.985691369,7.198281168,975,490,0.119623061,0.805479781,0.142628344
ani99_cHIGH_stTrue_r8-kraken2_refseqV205-0.00_filtered_0.55,0.955508686,0.681156518,0.762711864,0.650850969,0.522496372,0.665658991,0.620155039,0.642907015,9153318,146.0269813,26.02491094,108.3459594,91.5,0.397182026,0.269430052,0.334341009,0.332413357,0.985680823,7.195412182,950,472,0.119666978,0.81005306,0.147958505
ani99_cHIGH_stTrue_r8-kraken2_refseqV205-0.00_filtered_0.60,0.954386832,0.681957198,0.789473684,0.650850969,0.522496372,0.666041091,0.628820961,0.647431026,9137612,143.2171369,26.02491094,109.4402419,91.5,0.370075607,0.269430052,0.333958909,0.332067152,0.985647662,7.188567414,893.5,456,0.119805322,0.813840929,0.152796186
ani99_cHIGH_stTrue_r8-kraken2_refseqV205-0.00_filtered_0.65,0.954105404,0.682158351,0.805369128,0.650850969,0.522496372,0.666137014,0.633802817,0.649969915,9133672,141.591505,26.02491094,109.8589223,91.5,0.363490149,0.269430052,0.333862986,0.331980176,0.985639214,7.186124434,880.5,447,0.119840497,0.816221887,0.155780925
ani99_cHIGH_stTrue_r8-kraken2_refseqV205-0.00_filtered_0.70,0.952834693,0.6830369,0.819221968,0.650821255,0.519593614,0.666540038,0.635879218,0.651209628,9116714,140.2672815,25.75221484,109.7938358,91.5,0.358911896,0.269430052,0.333459962,0.331616532,0.985602318,7.180130127,866.5,437,0.119994264,0.818575927,0.158937356
ani99_cHIGH_stTrue_r8-kraken2_refseqV205-0.00_filtered_0.75,0.952096766,0.683058016,0.830232558,0.650337328,0.518142235,0.666296199,0.638069705,0.652182952,9119933,139.2951945,25.74187954,110.2105428,91.5,0.355828221,0.269430052,0.333703801,0.331895895,0.985580283,7.175507067,855.5,430,0.120085991,0.820227353,0.161277882
ani99_cHIGH_stTrue_r8-kraken2_refseqV205-0.00_filtered_0.80,0.951362554,0.683167569,0.841232227,0.649940043,0.515239478,0.66613971,0.639063906,0.652601808,9120778,138.3591601,25.73524074,110.3358364,91.5,0.352164948,0.269430052,0.33386029,0.332075695,0.985558278,7.170738614,843.5,422,0.120177515,0.822228765,0.164084881
ani99_cHIGH_stTrue_r8-kraken2_refseqV205-0.00_filtered_0.85,0.950788341,0.683580157,0.849282297,0.649940043,0.515239478,0.666335788,0.64137308,0.653854434,9112739,137.4003465,25.73524074,111.5024944,91.5,0.348403152,0.269430052,0.333664212,0.331906811,0.985541076,7.167287413,836.5,418,0.120249034,0.823129873,0.165457986
ani99_cHIGH_stTrue_r8-kraken2_refseqV205-0.00_filtered_0.90,0.950771127,0.683574879,0.853012048,0.649923257,0.513788099,0.666324459,0.641304348,0.653814403,9112968,137.3416308,25.73085108,111.5007164,91.5,0.347066167,0.269430052,0.333675541,0.331919402,0.985540552,7.167102345,831.5,415,0.120251183,0.824092113,0.166648037
ani99_cHIGH_stTrue_r8-kraken2_refseqV205-0.00_filtered_0.95,0.950321199,0.683898515,0.865525672,0.649923257,0.513788099,0.666478176,0.644808743,0.655643459,9106669,135.7837707,25.73085108,112.3539138,91.5,0.347390397,0.269430052,0.333521824,0.331787009,0.985526992,7.164006096,824.5,409,0.120307506,0.825730933,0.168934318
ani99_cHIGH_stTrue_r8-kraken2_refseqV205-0.00_filtered_1.00,0.950015629,0.683893457,0.872817955,0.649709472,0.507982583,0.666363349,0.642201835,0.654282592,9108377,135.2377364,25.6872832,112.6964075,91.5,0.345845635,0.269430052,0.333636651,0.331921762,0.985517702,7.16135437,806.5,401,0.120346038,0.828145568,0.172194057
ani99_cHIGH_stTrue_r9-kraken2_refseqV205-0.00_filtered_0.05,0.992299979,0.703508784,0.134446646,0.698091752,0.554906542,0.7007898,0.216450216,0.458620008,8345608,207.5072308,24.45860816,30.00159504,332.625,0.827847885,0.40776699,0.2992102,0.297689611,0.963898084,6.913963492,5453,3745.670886,0.190053362,0.58659136,0.007840181
ani99_cHIGH_stTrue_r9-kraken2_refseqV205-0.00_filtered_0.10,0.984266743,0.709248977,0.234421365,0.698090181,0.553738318,0.70362534,0.329395413,0.516510377,8233187,196.1959271,24.4092323,32.89309551,129.125,0.71487136,0.389380531,0.29637466,0.293496358,0.963311245,6.851678413,3125,2069.756098,0.191571186,0.623925369,0.013479875
ani99_cHIGH_stTrue_r9-kraken2_refseqV205-0.00_filtered_0.15,0.979107229,0.712985203,0.330769231,0.698088966,0.552570093,0.705458457,0.413823272,0.559640865,8160988,185.6353927,24.27171993,34.90544194,140.625,0.639147564,0.389380531,0.294541543,0.290983191,0.9629245,6.807198026,2379,1444.346939,0.192570068,0.649430288,0.018861531
ani99_cHIGH_stTrue_r9-kraken2_refseqV205-0.00_filtered_0.20,0.975599648,0.715548604,0.421568627,0.698088966,0.552570093,0.706710964,0.47826087,0.592485917,8111882,176.6290677,24.27171993,35.80933553,140.625,0.579682937,0.389380531,0.293289036,0.289307805,0.962658619,6.778935064,1984,1131.37037,0.193255043,0.669071335,0.02386804
ani99_cHIGH_stTrue_r9-kraken2_refseqV205-0.00_filtered_0.25,0.973063498,0.717407119,0.49475891,0.698082681,0.551401869,0.70761299,0.521546961,0.614579976,8076552,169.6577961,23.82875959,36.40866466,140.625,0.53645593,0.389380531,0.29238701,0.288106739,0.962464355,6.758435563,1751,959.4545455,0.193754736,0.682818861,0.027925936
ani99_cHIGH_stTrue_r9-kraken2_refseqV205-0.00_filtered_0.30,0.971239708,0.718697929,0.579531443,0.698027966,0.549065421,0.70821216,0.563887223,0.636049692,8052551,161.9593211,23.68212782,37.11334354,140.625,0.48900818,0.389380531,0.29178784,0.28729006,0.962323465,6.741884064,1535,816,0.194116006,0.697660633,0.032727151
ani99_cHIGH_stTrue_r9-kraken2_refseqV205-0.00_filtered_0.35,0.970351205,0.719356005,0.648275862,0.698027966,0.549065421,0.708531519,0.594560405,0.651545962,8040112,156.2716208,23.68212782,37.49922406,140.625,0.43942793,0.389380531,0.291468481,0.28686428,0.962254555,6.733781793,1362,728.5,0.194292225,0.708682086,0.036542432
ani99_cHIGH_stTrue_r9-kraken2_refseqV205-0.00_filtered_0.40,0.969322988,0.719926001,0.705882353,0.697840823,0.546728972,0.708711397,0.616194865,0.662453131,8030957,151.1704247,23.3227826,37.73441185,140.625,0.415244261,0.389380531,0.291288603,0.286563721,0.962174529,6.724301923,1272,664.5,0.194497202,0.717422248,0.039875131
ani99_cHIGH_stTrue_r9-kraken2_refseqV205-0.00_filtered_0.45,0.968611272,0.720454988,0.751203852,0.697840823,0.546728972,0.708967619,0.632860041,0.67091383,8020993,146.7745089,23.3227826,38.0552866,140.625,0.386728395,0.389380531,0.291032381,0.286221596,0.962119001,6.717964515,1193,624,0.194639344,0.723677752,0.042373129
ani99_cHIGH_stTrue_r9-kraken2_refseqV205-0.00_filtered_0.50,0.96780277,0.721056856,0.78920742,0.697840823,0.546728972,0.709258909,0.645962733,0.677610821,8009674,142.7970798,23.3227826,38.40997728,140.625,0.366219668,0.389380531,0.290741091,0.285832346,0.962055822,6.711262156,1138,594.5,0.194801166,0.728543589,0.044442671
ani99_cHIGH_stTrue_r9-kraken2_refseqV205-0.00_filtered_0.55,0.967711627,0.721124768,0.805507745,0.697840823,0.546728972,0.709291761,0.651356994,0.680324378,8008398,141.4151719,23.3227826,38.44345404,140.625,0.360090264,0.389380531,0.290708239,0.285788427,0.962048676,6.710248881,1123,581.5,0.194819336,0.730773328,0.045352051
ani99_cHIGH_stTrue_r9-kraken2_refseqV205-0.00_filtered_0.60,0.967652055,0.721169163,0.819614711,0.697840823,0.546728972,0.709313235,0.655921514,0.682617375,8007564,140.4002804,23.3227826,38.4713143,140.625,0.342497516,0.389380531,0.290686765,0.285759717,0.962044005,6.709598522,1081.5,571.5,0.194831182,0.732701138,0.046140629
ani99_cHIGH_stTrue_r9-kraken2_refseqV205-0.00_filtered_0.65,0.967611055,0.721199721,0.828318584,0.697840823,0.546728972,0.709328016,0.658691063,0.684009539,8006990,139.7059663,23.3227826,38.4881237,140.625,0.339434276,0.389380531,0.290671984,0.285739955,0.962040789,6.709147341,1074.5,565.5,0.194839349,0.733873198,0.046626667
ani99_cHIGH_stTrue_r9-kraken2_refseqV205-0.00_filtered_0.70,0.889074985,0.784466012,0.833631485,0.697449107,0.544392523,0.738402777,0.658657244,0.69853001,6918456,139.001147,22.1731935,32.12406579,111.875,0.338122285,0.403669725,0.261597223,0.259807789,0.960348069,6.794886335,1066.5,559,0.199136854,0.74450601,0.0451153
ani99_cHIGH_stTrue_r9-kraken2_refseqV205-0.00_filtered_0.75,0.88905377,0.78448473,0.83963964,0.697449107,0.544392523,0.738411069,0.660524451,0.69946776,6918159,138.4562,22.1731935,32.12923242,111.875,0.3354579,0.403669725,0.261588931,0.259801552,0.960346177,6.794603064,1060.5,555,0.199141542,0.745321051,0.045438287
ani99_cHIGH_stTrue_r9-kraken2_refseqV205-0.00_filtered_0.80,0.88889777,0.78454663,0.851648352,0.69738175,0.543224299,0.738400734,0.663338088,0.700869411,6917861,137.4421151,22.17305457,32.19457923,111.875,0.331644715,0.403669725,0.261599266,0.25982854,0.960332266,6.79297632,1049.5,546,0.199176326,0.747075526,0.046171072
ani99_cHIGH_stTrue_r9-kraken2_refseqV205-0.00_filtered_0.85,0.887641409,0.784274592,0.86405959,0.696154604,0.542056075,0.737592003,0.666188083,0.701890043,6934632,136.7470498,22.17305429,32.10550016,111.875,0.326864147,0.403669725,0.262407997,0.260685686,0.96022182,6.786879372,1036.5,537,0.199453281,0.748378576,0.046814545
ani99_cHIGH_stTrue_r9-kraken2_refseqV205-0.00_filtered_0.90,0.887629624,0.784271888,0.865420561,0.696142961,0.54088785,0.737584272,0.665708124,0.701646198,6934793,136.7400868,22.17292151,32.10457284,111.875,0.329588015,0.403669725,0.262415728,0.260694782,0.960220764,6.786733967,1032.5,535,0.199455897,0.748807032,0.046988305
ani99_cHIGH_stTrue_r9-kraken2_refseqV205-0.00_filtered_0.95,0.887334337,0.784332598,0.872380952,0.695965246,0.535046729,0.737511349,0.663287473,0.700399411,6935635,136.3103254,21.93945183,32.10587073,111.875,0.33116661,0.403669725,0.262488651,0.260793723,0.96019431,6.783817472,1018.5,525,0.19952205,0.750740055,0.047851498
ani99_cHIGH_stTrue_r9-kraken2_refseqV205-0.00_filtered_1.00,0.886260691,0.78424026,0.877431907,0.695041315,0.526869159,0.736951492,0.658394161,0.697672826,6946474,135.9849982,21.85447014,32.5170893,111.875,0.336878216,0.403669725,0.263048508,0.261513812,0.960098534,6.776397803,1003.5,514,0.199761773,0.752462838,0.048758241
ani99_cLOW_stFalse_r0-kraken2_refseqV205-0.00_filtered_0.05,0.986329714,0.684590983,0.048596112,0.675232429,0.789473684,0.679879502,0.09155646,0.385717981,8902108,89.34945998,4.056890714,3.441610609,2.342086417,0.892384981,0.096969697,0.320120498,0.317294035,0.816732048,3.966294684,1879,979.3653846,0.428126742,0.402470589,0.005892539
ani99_cLOW_stFalse_r0-kraken2_refseqV205-0.00_filtered_0.10,0.979986643,0.689022073,0.107142857,0.675232429,0.789473684,0.682057559,0.188679245,0.435368402,8813305,76.70481404,4.056890714,3.447032307,2.342086417,0.771348315,0.096969697,0.317942441,0.313919655,0.814357974,3.90252847,878,421.5,0.430875116,0.447833202,0.012825503
ani99_cLOW_stFalse_r0-kraken2_refseqV205-0.00_filtered_0.15,0.977470786,0.690795509,0.169172932,0.675232429,0.789473684,0.682925314,0.278637771,0.480781542,8778083,73.03446704,4.056890714,3.447112757,2.342086417,0.680031447,0.096969697,0.317074686,0.312582197,0.813401655,3.874374774,624,267,0.431978671,0.480973176,0.020147009
ani99_cLOW_stFalse_r0-kraken2_refseqV205-0.00_filtered_0.20,0.976810286,0.691262611,0.222772277,0.675232429,0.789473684,0.683153496,0.347490347,0.515321922,8768836,71.87134322,4.056890714,3.449048584,2.270422535,0.604085603,0.096969697,0.316846504,0.312229926,0.813149326,3.866648089,502,202,0.432268628,0.504902234,0.026494392
ani99_cLOW_stFalse_r0-kraken2_refseqV205-0.00_filtered_0.25,0.976000714,0.691835998,0.272727273,0.675232429,0.789473684,0.683433385,0.405405405,0.544419395,8757502,70.67119769,4.056890714,3.452016275,2.270422535,0.501835985,0.096969697,0.316566615,0.311797499,0.812839319,3.85726525,396.5,165,0.432625905,0.523635152,0.032381834
ani99_cLOW_stFalse_r0-kraken2_refseqV205-0.00_filtered_0.30,0.957450571,0.705239987,0.319148936,0.675232429,0.789473684,0.689910068,0.454545455,0.572227761,8497800,68.70505218,4.056890714,3.556672767,2.291238959,0.455153949,0.085889571,0.310089932,0.301824073,0.805701355,3.76836437,361.5,141,0.440797804,0.52781529,0.036501534
ani99_cLOW_stFalse_r0-kraken2_refseqV205-0.00_filtered_0.35,0.956801,0.705718774,0.384615385,0.675232429,0.789473684,0.690139088,0.517241379,0.603690234,8488706,67.75956818,4.056890714,3.556653852,2.291238959,0.374807988,0.085889571,0.309860912,0.301490043,0.805437637,3.76133365,313.5,117,0.441096058,0.547472195,0.043929404
ani99_cLOW_stFalse_r0-kraken2_refseqV205-0.00_filtered_0.40,0.877606571,0.769353612,0.448979592,0.675189786,0.771929825,0.719202623,0.567741935,0.643472279,7381178,65.30030058,1.584572892,4.037288779,2.95404003,0.333884298,0.138728324,0.280797377,0.257710762,0.776307334,3.623463607,288.5,98,0.472965324,0.547788745,0.045616523
ani99_cLOW_stFalse_r0-kraken2_refseqV205-0.00_filtered_0.45,0.873059429,0.773360625,0.483516484,0.675189786,0.771929825,0.720948599,0.594594595,0.657771597,7317518,64.14854171,1.584572892,4.073078168,2.95404003,0.294220665,0.138728324,0.279051401,0.254975051,0.773995894,3.593651615,271.5,91,0.475402392,0.552207286,0.048623059
ani99_cLOW_stFalse_r0-kraken2_refseqV205-0.00_filtered_0.50,0.815480929,0.827965146,0.523809524,0.675189786,0.771929825,0.743813692,0.624113475,0.683963583,6511419,62.01919789,1.584572892,4.695301459,3.30331992,0.27124774,0.15819209,0.256186308,0.219989184,0.745850034,3.466115363,262.5,84,0.50413655,0.542231422,0.046841485
ani99_cLOW_stFalse_r0-kraken2_refseqV205-0.00_filtered_0.55,0.8154095,0.828037674,0.556962025,0.675189786,0.771929825,0.743842957,0.647058824,0.69545089,6510419,61.57173953,1.584572892,4.693618538,3.30331992,0.252319109,0.15819209,0.256157043,0.219942938,0.74580551,3.465014119,255.5,79,0.504180487,0.549672372,0.049797412
ani99_cLOW_stFalse_r0-kraken2_refseqV205-0.00_filtered_0.60,0.807003286,0.836662995,0.578947368,0.675189786,0.771929825,0.747303329,0.661654135,0.704478732,6392732,59.66456391,1.584572892,4.606086347,3.30331992,0.238185255,0.15819209,0.252696671,0.214443202,0.740537512,3.406618217,250.5,76,0.509377986,0.545239715,0.050712127
ani99_cLOW_stFalse_r0-kraken2_refseqV205-0.00_filtered_0.65,0.806969643,0.836697875,0.594594595,0.675189786,0.771929825,0.747317243,0.671755725,0.709536484,6392261,59.38733313,1.584572892,4.606457465,3.30331992,0.220502901,0.15819209,0.252682757,0.214420961,0.740515879,3.406081392,244.5,74,0.509399131,0.5485316,0.052078383
ani99_cLOW_stFalse_r0-kraken2_refseqV205-0.00_filtered_0.70,0.800694857,0.843254805,0.602739726,0.675189786,0.771929825,0.74992138,0.676923077,0.713422228,6304414,58.426833,1.584572892,4.688829048,3.45181616,0.217475728,0.15819209,0.25007862,0.210240087,0.736494371,3.366601832,243.5,73,0.513331291,0.543892933,0.051986101
ani99_cLOW_stFalse_r0-kraken2_refseqV205-0.00_filtered_0.75,0.795572571,0.848684092,0.628571429,0.675189786,0.771929825,0.752060704,0.692913386,0.722487045,6232702,57.36892624,1.584572892,4.757593926,3.45181616,0.205128205,0.15819209,0.247939296,0.206778227,0.733131704,3.332049628,239.5,70,0.51659617,0.543627961,0.053530953
ani99_cLOW_stFalse_r0-kraken2_refseqV205-0.00_filtered_0.80,0.795566286,0.848690798,0.647058824,0.675189786,0.771929825,0.752063336,0.704,0.728031668,6232614,57.17755715,1.584572892,4.757681286,3.45181616,0.195608782,0.15819209,0.247936664,0.206773952,0.733127487,3.331922883,236.5,68,0.516600159,0.547341802,0.055104522
ani99_cLOW_stFalse_r0-kraken2_refseqV205-0.00_filtered_0.85,0.7691055,0.843489055,0.646153846,0.648732071,0.736842105,0.733401226,0.68852459,0.710962908,6602979,59.37203319,1.460871166,5.559775019,3.846705231,0.21010101,0.214689266,0.266598774,0.215829075,0.715582544,3.223669858,227.5,65,0.533311201,0.535282792,0.054091671
ani99_cLOW_stFalse_r0-kraken2_refseqV205-0.00_filtered_0.90,0.769099786,0.843495322,0.65625,0.648732071,0.736842105,0.733403595,0.694214876,0.713809236,6602899,59.21620436,1.460871166,5.559620873,3.846705231,0.203665988,0.214689266,0.266596405,0.215824922,0.715578318,3.223556499,225.5,64,0.533315114,0.537259416,0.054936037
ani99_cLOW_stFalse_r0-kraken2_refseqV205-0.00_filtered_0.95,0.769092143,0.843503704,0.677419355,0.648732071,0.736842105,0.733406764,0.705882353,0.719644558,6602792,58.95051852,1.460871166,5.559546868,3.846705231,0.187110187,0.214689266,0.266593236,0.215819366,0.715572665,3.223399337,220.5,62,0.533320314,0.541365983,0.05670704
ani99_cLOW_stFalse_r0-kraken2_refseqV205-0.00_filtered_1.00,0.769066286,0.843532064,0.711864407,0.648732071,0.736842105,0.733417483,0.724137931,0.728777707,6602430,58.51828583,1.460871166,5.559906249,3.846705231,0.162740899,0.214689266,0.266582517,0.21580057,0.71555354,3.222943357,213.5,59,0.533338096,0.54787335,0.059586442
ani99_cLOW_stFalse_r1-kraken2_refseqV205-0.00_filtered_0.05,0.995017288,0.618066958,0.050824176,0.614987308,0.787234043,0.616523287,0.095483871,0.356003579,10710602,107.4860525,7.467403582,12.42521622,11.06842105,0.882294953,0.153846154,0.383476713,0.382774425,0.922017285,4.961514199,2513,1524.059701,0.279283025,0.472174645,0.008807249
ani99_cLOW_stFalse_r1-kraken2_refseqV205-0.00_filtered_0.10,0.984730078,0.624511841,0.100689655,0.614975594,0.776595745,0.619707033,0.178266178,0.398986605,10566909,97.10172092,7.412179036,13.32595282,11.06842105,0.770447531,0.153846154,0.380292967,0.379613157,0.920411853,4.891516694,1272,734.5,0.282128529,0.514796939,0.0173306
ani99_cLOW_stFalse_r1-kraken2_refseqV205-0.00_filtered_0.15,0.980565794,0.627164028,0.15565032,0.614975594,0.776595745,0.621010012,0.259325044,0.440167528,10508609,92.18742982,7.412179036,13.7124683,11.06842105,0.666105499,0.153846154,0.378989988,0.378804422,0.919735436,4.850356919,867,470.875,0.283319672,0.546614917,0.026564602
ani99_cLOW_stFalse_r1-kraken2_refseqV205-0.00_filtered_0.20,0.972856512,0.632133913,0.220543807,0.614975594,0.776595745,0.623436717,0.343529412,0.483483064,10400679,88.80200374,7.412179036,14.34762114,11.06842105,0.581575246,0.153846154,0.376563283,0.377329335,0.918468029,4.793062033,687,331.2,0.285544957,0.572600767,0.037054765
ani99_cLOW_stFalse_r1-kraken2_refseqV205-0.00_filtered_0.25,0.967707514,0.635497384,0.271375465,0.614975594,0.776595745,0.625068095,0.402203857,0.513635976,10328593,86.50778379,7.412179036,14.3239191,11.06842105,0.52247191,0.153846154,0.374931905,0.376447784,0.917605734,4.755108206,599,269.25,0.287049693,0.589125984,0.045118092
ani99_cLOW_stFalse_r1-kraken2_refseqV205-0.00_filtered_0.30,0.9659943,0.636624454,0.328828829,0.614975594,0.776595745,0.625612794,0.462025316,0.543819055,10304608,84.98175587,7.412179036,14.41500796,12.56421053,0.47251773,0.147783251,0.374387206,0.376211081,0.917313847,4.739449914,540,222,0.2875567,0.608057101,0.054477132
ani99_cLOW_stFalse_r1-kraken2_refseqV205-0.00_filtered_0.35,0.958469304,0.641622628,0.414772727,0.614975594,0.776595745,0.628016576,0.540740741,0.584378659,10199258,81.82050152,7.412179036,14.48431481,12.56421053,0.372362869,0.147783251,0.371983424,0.375415258,0.916025575,4.689963661,450,176,0.289787189,0.628729359,0.067661293
ani99_cLOW_stFalse_r1-kraken2_refseqV205-0.00_filtered_0.40,0.95280052,0.645404793,0.503496503,0.614942022,0.765957447,0.629805263,0.607594937,0.6187001,10120835,78.99424469,7.093427115,14.54626064,12.56421053,0.259675406,0.147783251,0.370194737,0.374928746,0.915032114,4.649274923,375.5,143,0.291495618,0.649351742,0.082301765
ani99_cLOW_stFalse_r1-kraken2_refseqV205-0.00_filtered_0.45,0.950861807,0.646720709,0.590163934,0.614942022,0.765957447,0.630431146,0.666666667,0.648548906,10093693,76.5765709,7.093427115,14.48804258,10.98,0.196452933,0.147783251,0.369568854,0.374752068,0.914687262,4.633929266,339.5,122,0.292086098,0.668605523,0.096078517
ani99_cLOW_stFalse_r1-kraken2_refseqV205-0.00_filtered_0.50,0.950772807,0.646781248,0.620689655,0.614942022,0.765957447,0.630459908,0.685714286,0.658087097,10092447,75.9058808,7.093427115,14.49135193,10.98,0.181311018,0.147783251,0.369540092,0.374744484,0.914671292,4.63277364,330.5,116,0.292113304,0.675530254,0.101029183
ani99_cLOW_stFalse_r1-kraken2_refseqV205-0.00_filtered_0.55,0.945440666,0.650428995,0.685714286,0.614942022,0.765957447,0.632187897,0.72361809,0.677902994,10017797,73.11266314,7.093427115,14.26011706,12.12,0.138032305,0.172248804,0.367812103,0.374295458,0.913720667,4.600270615,312.5,105,0.293735746,0.685150789,0.11038344
ani99_cLOW_stFalse_r1-kraken2_refseqV205-0.00_filtered_0.60,0.943766667,0.651582688,0.734693878,0.614942022,0.765957447,0.632732347,0.75,0.691366173,9994361,71.24461221,7.093427115,14.19650567,12.12,0.111951589,0.172248804,0.367267653,0.374169078,0.913416966,4.588565891,302.5,98,0.294252113,0.693691182,0.11785313
ani99_cLOW_stFalse_r1-kraken2_refseqV205-0.00_filtered_0.65,0.943489453,0.651774135,0.757894737,0.614942022,0.765957447,0.632822598,0.761904762,0.69736368,9990480,70.37778607,7.093427115,14.18992613,12.12,0.098310292,0.172248804,0.367177402,0.374148107,0.913366145,4.585852418,297.5,95,0.29433839,0.698014186,0.121503491
ani99_cLOW_stFalse_r1-kraken2_refseqV205-0.00_filtered_0.70,0.943198739,0.651793652,0.769230769,0.614770951,0.744680851,0.6327412,0.756756757,0.694748978,9991200,70.76080338,6.094606946,14.18983114,12.12,0.105426357,0.172248804,0.3672588,0.374307474,0.913312765,4.582700041,289.5,91,0.294428966,0.704186333,0.126766196
ani99_cLOW_stFalse_r1-kraken2_refseqV205-0.00_filtered_0.75,0.943198739,0.651793652,0.769230769,0.614770951,0.744680851,0.6327412,0.756756757,0.694748978,9991200,70.76080338,6.094606946,14.18983114,12.12,0.105426357,0.172248804,0.3672588,0.374307474,0.913312765,4.582700041,289.5,91,0.294428966,0.704186333,0.126766196
ani99_cLOW_stFalse_r1-kraken2_refseqV205-0.00_filtered_0.80,0.942310453,0.65146541,0.766666667,0.613882665,0.734042553,0.632115906,0.75,0.691057953,10003636,71.34360505,6.094505089,14.32735727,12.12,0.117829457,0.172248804,0.367884094,0.375160474,0.913150143,4.576184665,285.5,90,0.294704987,0.704911925,0.127934708
ani99_cLOW_stFalse_r1-kraken2_refseqV205-0.00_filtered_0.85,0.942140311,0.651416645,0.772727273,0.61372588,0.723404255,0.632009826,0.747252747,0.689631287,10005644,71.76125842,5.513848857,14.32006585,12.12,0.118195956,0.172248804,0.367990174,0.375314028,0.913118799,4.574433193,283.5,88,0.294758116,0.708178902,0.130795111
